path,md5,n_pts,n_raw_ge0,f_min,f_max,hdr_row,V,I0,L3,L4,xlsx_loss,s2p_loss,date,time,link_max_abs,cal_minus_rawtot_maxabs,tot_minus_prblnk_maxabs,ipd_mean,ipd_min,ipd_max,voa_min,voa_max,cols,probe_1G,f_at_1G,probe_5G,f_at_5G,probe_10G,f_at_10G,probe_15G,f_at_15G,probe_20G,f_at_20G,probe_25G,f_at_25G,probe_30G,f_at_30G,s2p,fam_applied,rms_to_A,rms_to_B
data_PD0008_1/Bandwidth/30um/Figure_03_27_2026/cal.xlsx,0b39032a9d7886ffcd959d4716e45614,1,1,0.5,0.5,14,0.000000E+00 V,0.002 (mA),1555.6 (nm),1555.010 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,03/29/2026,14:21:59,0.0,0.0,0.0,0.002,0.002,0.002,-52.262,-52.262,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),,,,,,,,,,,,,,,Cal.s2p,n/a,,
data_PD0008_1/Bandwidth/30um/WO/Bias_-7V_Iph_1mA.xlsx,d5046f0e40d0b4d6e1bc99e24264ea27,40,0,0.5,20.83,14,-7.000000E+00 V,-1.019 (mA),1555.2 (nm),1554.577 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,01/21/2026,16:54:12,0.0,3.552713678800501e-15,0.0,-1.0154999999999998,-1.019,-1.013,5.809,5.822,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.18,0.83,0.32,5.08,0.46,9.67,0.87,15.0,1.07,19.83,,,,,Cal.s2p,A,1.0695084443661337e-15,0.34650757567476015
data_PD0008_1/Bandwidth/30um/WO/Bias_-7V_Iph_1mA_sim.xlsx,ddebb67c85c3ea56ed11656f810a99a8,0,0,,,0,,,,,,,,,,,,,,,,,F_BEAT (GHz)|Cal RF POW (dBm),,,,,,,,,,,,,,,,n/a,,
data_PD0008_1/Bandwidth/30um/WO/Bias_-7V_Iph_6mA.xlsx,1635e63d643d2e71e1b97c303fecf938,50,0,1.17,27.75,14,-7.000000E+00 V,-5.979 (mA),1555.2 (nm),1554.593 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,01/21/2026,17:04:44,0.0,8.881784197001252e-16,0.0,-5.985119999999999,-6.01,-5.966,13.33,13.347,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),,,0.32,4.75,0.47,9.83,0.88,15.17,1.07,19.83,1.19,24.67,,,Cal.s2p,A,9.41531965597617e-16,0.33951141365202997
data_PD0008_1/Bandwidth/30um/WO/cal.xlsx,0f5c8bfefb6c4e231989b0082bae5f8c,1,0,0.5,0.5,14,-7.000000E+00 V,-0.0 (mA),1555.2 (nm),1554.536 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,01/21/2026,16:38:34,0.0,0.0,0.0,0.0,-0.0,-0.0,-48.263,-48.263,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),,,,,,,,,,,,,,,Cal.s2p,n/a,,
data_PD0008_1/Bandwidth/35um/Bias_-7V_Iph_1mA.xlsx,5683c59a5f803b5937c27e6ae69053b4,40,0,0.5,20.67,14,-7.000000E+00 V,-1.001 (mA),1555.7 (nm),1555.058 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,22:08:46,0.0,3.552713678800501e-15,0.0,-1.01315,-1.026,-1.0,5.94,6.042,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,5.08,0.48,10.17,0.85,14.83,1.07,20.0,,,,,Cal.s2p,A,1.599646073764649e-15,0.32887687665751203
data_PD0008_1/Bandwidth/35um/Bias_-7V_Iph_1mA_diff_powermeter.xlsx,209d49385e2905256021be8f31cea1a5,40,0,0.67,16.17,14,-7.000000E+00 V,-1.046 (mA),1555.7 (nm),1555.013 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/03/2026,17:29:52,0.0,3.552713678800501e-15,0.0,-1.04315,-1.046,-1.04,6.599,6.628,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.25,1.17,0.32,4.75,0.47,10.0,0.87,15.0,,,,,,,Cal.s2p,A,1.645229157606805e-15,0.22446046422477156
data_PD0008_1/Bandwidth/35um/test.xlsx,d62ed77719b199462d0eb2397a2e2d05,16,0,0.33,8.33,14,-7.000000E+00 V,-1.045 (mA),1555.7 (nm),1555.016 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/03/2026,01:47:43,0.0,3.552713678800501e-15,0.0,-1.0406875,-1.046,-1.035,5.82,5.856,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.18,0.83,0.32,5.25,,,,,,,,,,,Cal.s2p,A,1.2021721300496787e-15,0.06566962768281845
data_PD0008_1/Bandwidth/40um/100ohm/Bias_-7V_Iph_1mA.xlsx,aa84e1df8d7af95d8412e182f8081640,40,0,0.67,20.67,14,-7.000000E+00 V,-65.454 (mA),1555.7 (nm),1555.057 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,18:30:35,0.0,3.552713678800501e-15,0.0,-65.43345,-65.454,-65.413,6.658,6.745,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,5.08,0.48,10.17,0.85,14.83,1.07,20.17,,,,,Cal.s2p,A,1.3633611069437946e-15,0.3334816336771785
data_PD0008_1/Bandwidth/40um/140hom/Bias_-7V_Iph_1mA_120ohm.xlsx,9a7072018f511505bd3edd166658116c,30,0,0.5,15.5,14,-7.000000E+00 V,-49.109 (mA),1555.7 (nm),1555.055 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,17:28:30,0.0,3.552713678800501e-15,0.0,-49.11299999999998,-49.117,-49.106,6.371,6.392,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,5.08,0.46,9.67,0.87,15.0,,,,,,,Cal.s2p,A,1.9731592077958473e-15,0.2485692391802874
data_PD0008_1/Bandwidth/40um/40ohm/Bias_-7V_Iph_1mA_36ohm.xlsx,f9dbf8343ae20f46f25ae46fb45a7f07,40,0,0.67,20.33,14,-7.000000E+00 V,-161.566 (mA),1555.7 (nm),1555.062 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,18:07:33,0.0,3.552713678800501e-15,0.0,-161.432925,-161.566,-161.365,6.339,6.388,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.25,1.17,0.32,5.08,0.48,10.17,0.85,14.83,1.07,19.83,,,,,Cal.s2p,A,1.2442425513123378e-15,0.3073759912550095
data_PD0008_1/Bandwidth/40um/Bias_-7V_Iph_1mA.xlsx,239b46371f76eda9a81234de79847cc4,45,0,0.33,22.5,14,-7.000000E+00 V,-1.06 (mA),1555.7 (nm),1555.048 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,16:49:37,0.0,3.552713678800501e-15,0.0,-1.0507555555555554,-1.062,-1.036,6.037,6.14,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.18,0.83,0.32,5.08,0.48,10.17,0.87,15.0,1.07,20.0,,,,,Cal.s2p,A,1.3144673866107306e-15,0.381048261743546
data_PD0008_1/Bandwidth/40um/Bias_-7V_Iph_1mA_diff_pol.xlsx,77954fd0393275c4f3ae6f195f5dc7fb,30,0,0.67,14.83,14,-7.000000E+00 V,-1.057 (mA),1555.7 (nm),1555.055 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,17:00:53,0.0,3.552713678800501e-15,0.0,-1.0691333333333335,-1.074,-1.057,6.095,6.164,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,4.75,0.48,10.17,,,,,,,,,Cal.s2p,A,1.549016436338635e-15,0.24600812994695948
data_PD0008_1/Bandwidth/40um/Bias_-9V_Iph_1mA_diff_pol.xlsx,4e0b7c01ffbecae6ffffbe5a085b83d8,30,0,0.5,15.33,14,-9.000000E+00 V,-1.086 (mA),1555.7 (nm),1555.055 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,17:11:05,0.0,3.552713678800501e-15,0.0,-1.0801,-1.086,-1.07,6.111,6.171,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,4.75,0.47,9.83,0.85,14.83,,,,,,,Cal.s2p,A,1.100559031382731e-15,0.2528899628955909
data_PD0008_1/Bandwidth/40um/V2/40 ohm/Bias_-5V_Iph_1mA.xlsx,38dc982f144fdfc9972a119131b6acf4,30,0,0.5,16.0,14,-5.000000E+00 V,-65.09 (mA),1555.7 (nm),1555.037 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,02/25/2026,21:16:19,0.0,3.552713678800501e-15,0.0,-65.08476666666665,-65.09,-65.079,5.394,5.421,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.23,1.0,0.38,4.75,0.35,10.0,0.67,14.83,,,,,,,S21_cal_bias_tee_cal.s2p,B,0.25330482295711093,1.4684072349331772e-15
data_PD0008_1/Bandwidth/40um/V2/40 ohm/Bias_-7V_Iph_1mA.xlsx,c361eb3e3d0b4767c1d19ee1526c441a,40,0,0.33,20.83,14,-7.000000E+00 V,-86.564 (mA),1555.7 (nm),1555.035 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,02/25/2026,21:32:07,0.0,3.552713678800501e-15,0.0,-86.53970000000001,-86.564,-86.528,5.38,5.421,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.21,0.83,0.41,5.25,0.35,10.0,0.72,15.17,1.36,19.83,,,,,S21_cal_bias_tee_cal.s2p,B,0.34311441240495827,1.4222125947949029e-15
data_PD0008_1/Bandwidth/40um/V2/WO/Bias_-5V_Iph_1mA.xlsx,f8909e60dba4403ed41cef26173322f0,37,0,0.33,14.67,14,-5.000000E+00 V,-1.012 (mA),1555.7 (nm),1554.996 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,02/25/2026,20:52:01,0.0,3.552713678800501e-15,0.0,-1.021891891891892,-1.031,-1.011,5.387,5.513,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.29,1.17,0.38,4.75,0.35,10.0,,,,,,,,,S21_cal_bias_tee_cal.s2p,B,0.22101118963967933,1.749904611395408e-15
data_PD0008_1/Bandwidth/40um/V2/WO/Bias_-7V_Iph_1mA.xlsx,bbe9fb582814babebb339059460a67b6,58,0,0.5,29.42,14,-7.000000E+00 V,-1.019 (mA),1555.7 (nm),1555.043 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,13:33:49,0.0,3.552713678800501e-15,0.0,-1.0081724137931032,-1.019,-0.994,6.253,6.354,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,5.08,0.47,10.0,0.88,15.17,1.06,19.67,1.2,25.0,,,Cal.s2p,A,1.1911169285653465e-15,0.3293227114486061
data_PD0008_1/Bandwidth/40um/V2/WO/cal.xlsx,cd4a8c89b9bdd84a1b877d29af318236,1,0,0.5,0.5,14,-3.000000E+00 V,-0.0 (mA),1555.7 (nm),1555.046 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,13:37:14,0.0,7.105427357601002e-15,0.0,0.0,-0.0,-0.0,-48.05,-48.05,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),,,,,,,,,,,,,,,Cal.s2p,n/a,,
data_PD0008_1/Bandwidth/40um/WO_bias__7V_Iph_1mA_#2.xlsx,62da8a20e664e887bfe344007363658f,32,0,0.5,16.33,14,-7.000000E+00 V,-1.073 (mA),1555.7 (nm),1555.053 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,18:48:07,0.0,3.552713678800501e-15,0.0,-1.0738124999999998,-1.077,-1.068,6.369,6.408,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.25,1.17,0.32,4.92,0.47,10.0,0.88,15.17,,,,,,,Cal.s2p,A,1.5433697402820017e-15,0.24729789728180016
data_PD0008_1/Bandwidth/40um/cal.xlsx,f6f3da6adb1d12c5509c8c76346783e5,1,0,0.33,0.33,14,0.000000E+00 V,0.0 (mA),1555.7 (nm),1555.044 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,14:49:05,0.0,0.0,0.0,0.0,0.0,0.0,-67.252,-67.252,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),,,,,,,,,,,,,,,Cal.s2p,n/a,,
data_bw_user/Bias_3V_Iph_1mA_30um_200ohm_1.xlsx,949c2b07cdc8ea5e6f0a1fa917797b0d,60,0,0.5,26.17,14,-3.000000E+00 V,-15.999 (mA),1555.6 (nm),1555.008 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,03/29/2026,16:58:58,0.0,3.552713678800501e-15,0.0,-15.990783333333336,-15.999,-15.979,3.75,3.783,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,4.92,0.47,10.0,0.87,15.0,1.07,20.17,1.19,24.67,,,Cal.s2p,A,1.369975025443283e-15,0.36172272990971005
data_bw_user/Bias_3V_Iph_1mA_30um_60ohm_1.xlsx,e7dbc8243128fba3942f83a97cf05ad9,60,0,0.5,31.08,14,-3.000000E+00 V,-54.173 (mA),1555.6 (nm),1555.022 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,03/27/2026,16:08:35,0.0,3.552713678800501e-15,0.0,-54.1626,-54.173,-54.144,3.376,3.418,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.23,1.0,0.4,5.08,0.29,10.17,0.67,14.83,1.49,20.0,1.23,25.0,1.24,29.92,S21_cal_bias_tee_cal.s2p,B,0.3261046588843324,1.3384213234028293e-15
data_bw_user/Bias_3V_Iph_1mA_30um_WO_1.xlsx,6ef93b56c907aad2b14a20e051a60809,40,0,0.33,19.33,14,-3.000000E+00 V,-1.036 (mA),1555.6 (nm),1555.009 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,03/27/2026,12:28:17,0.0,3.552713678800501e-15,0.0,-1.034125,-1.042,-1.025,3.229,3.315,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.21,0.83,0.4,5.08,0.35,10.0,0.67,14.83,,,,,,,S21_cal_bias_tee_cal.s2p,B,0.3087555667514347,1.7199501139797033e-15
data_bw_user/Bias_5V_Iph_1mA_30um_200ohm_1.xlsx,89a77f32c06adacf62183e5fce6ae028,60,0,0.33,26.5,14,-5.000000E+00 V,-25.537 (mA),1555.6 (nm),1555.019 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,03/29/2026,16:27:18,0.0,3.552713678800501e-15,0.0,-25.511049999999997,-25.537,-25.501,3.756,3.794,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,5.25,0.47,10.0,0.87,15.0,1.07,20.0,1.2,25.17,,,Cal.s2p,A,1.635963009051306e-15,0.39680809803564565
data_bw_user/Bias_5V_Iph_1mA_30um_38ohm_1.xlsx,1209194cde6a8b731a423b81cd09b6eb,70,0,0.5,36.83,14,-5.000000E+00 V,-136.184 (mA),1555.6 (nm),1555.021 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,03/27/2026,18:19:08,0.0,3.552713678800501e-15,0.0,-136.1618142857143,-136.185,-136.145,3.694,3.733,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.23,1.0,0.38,4.75,0.35,10.0,0.72,15.17,1.36,19.83,1.23,25.0,1.26,30.08,S21_cal_bias_tee_cal.s2p,B,0.332047429160141,1.0619079481808573e-15
data_bw_user/Bias_5V_Iph_1mA_30um_60ohm_1.xlsx,0d0979da0ab49e2e5773b09e902dbfd2,60,0,0.67,31.33,14,-5.000000E+00 V,-87.258 (mA),1555.6 (nm),1555.023 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,03/27/2026,15:41:58,0.0,3.552713678800501e-15,0.0,-87.24774999999997,-87.258,-87.241,3.371,3.409,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.18,0.67,0.41,5.25,0.33,9.83,0.69,15.0,1.36,19.83,1.23,24.83,1.25,30.25,S21_cal_bias_tee_cal.s2p,B,0.3264225278173467,1.6289157510182218e-15
data_bw_user/Bias_5V_Iph_1mA_30um_WO_1.xlsx,18d0ca4a245538e172ec21c0841898b5,40,0,0.5,19.5,14,-5.000000E+00 V,-1.011 (mA),1555.6 (nm),1555.011 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,03/27/2026,12:42:00,0.0,3.552713678800501e-15,0.0,-1.024825,-1.035,-1.011,3.305,3.335,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.23,1.0,0.39,4.92,0.29,10.17,0.67,14.83,,,,,,,S21_cal_bias_tee_cal.s2p,B,0.3005162225238428,1.6500917302310495e-15
data_bw_user/Bias_5V_Iph_1mA_40um_38ohm_2.xlsx,38dc982f144fdfc9972a119131b6acf4,30,0,0.5,16.0,14,-5.000000E+00 V,-65.09 (mA),1555.7 (nm),1555.037 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,02/25/2026,21:16:19,0.0,3.552713678800501e-15,0.0,-65.08476666666665,-65.09,-65.079,5.394,5.421,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.23,1.0,0.38,4.75,0.35,10.0,0.67,14.83,,,,,,,S21_cal_bias_tee_cal.s2p,B,0.25330482295711093,1.4684072349331772e-15
data_bw_user/Bias_5V_Iph_1mA_40um_WO_2.xlsx,f8909e60dba4403ed41cef26173322f0,37,0,0.33,14.67,14,-5.000000E+00 V,-1.012 (mA),1555.7 (nm),1554.996 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,02/25/2026,20:52:01,0.0,3.552713678800501e-15,0.0,-1.021891891891892,-1.031,-1.011,5.387,5.513,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.29,1.17,0.38,4.75,0.35,10.0,,,,,,,,,S21_cal_bias_tee_cal.s2p,B,0.22101118963967933,1.749904611395408e-15
data_bw_user/Bias_5V_Iph_1mA_diff_probe_upto_30GHz_25um_WO.xlsx,24fbaa9e701d422d72b7b7788cbf72cd,60,0,0.5,31.33,14,-5.000000E+00 V,-1.014 (mA),1555.75 (nm),1555.051 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,02/16/2026,15:04:33,0.0,3.552713678800501e-15,0.0,-1.0115500000000002,-1.014,-1.01,4.6,4.623,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.23,1.0,0.38,4.75,0.29,10.17,0.63,14.67,1.36,19.83,1.23,24.83,1.26,30.08,S21_cal_bias_tee_cal.s2p,B,0.3219834364269895,1.0450259880334738e-15
data_bw_user/Bias_7V_Iph_1mA_120ohm_40um_140ohm_1.xlsx,9a7072018f511505bd3edd166658116c,30,0,0.5,15.5,14,-7.000000E+00 V,-49.109 (mA),1555.7 (nm),1555.055 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,17:28:30,0.0,3.552713678800501e-15,0.0,-49.11299999999998,-49.117,-49.106,6.371,6.392,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,5.08,0.46,9.67,0.87,15.0,,,,,,,Cal.s2p,A,1.9731592077958473e-15,0.2485692391802874
data_bw_user/Bias_7V_Iph_1mA_30GHz_30um_WO_2.xlsx,ad4e5a6dfb5bb609fc08f2704091e7b7,60,0,0.33,30.08,14,-7.000000E+00 V,-1.003 (mA),1555.6 (nm),1555.012 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,03/27/2026,13:22:08,0.0,3.552713678800501e-15,0.0,-1.0106666666666666,-1.021,-1.001,3.272,3.326,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.21,0.83,0.39,4.92,0.33,9.83,0.63,14.67,1.6,20.17,1.22,25.17,1.26,30.08,S21_cal_bias_tee_cal.s2p,B,0.329317476001502,1.4255309751295167e-15
data_bw_user/Bias_7V_Iph_1mA_30um_120ohm_1.xlsx,01235a0190dd9c2f7e96c116698638ee,50,0,1.17,27.75,14,-7.000000E+00 V,-59.745 (mA),1555.2 (nm),1554.593 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,01/21/2026,17:34:57,0.0,3.552713678800501e-15,0.0,-59.786660000000005,-59.82,-59.745,5.886,5.894,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),,,0.32,5.08,0.47,9.83,0.88,15.17,1.07,19.83,1.2,24.83,,,Cal.s2p,A,7.236065407667668e-16,0.33458930048643165
data_bw_user/Bias_7V_Iph_1mA_30um_200ohm_1.xlsx,19e45eb6849dbecfafea92125becb5bb,60,0,0.33,26.33,14,-7.000000E+00 V,-34.739 (mA),1555.6 (nm),1555.014 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,03/29/2026,16:01:21,0.0,3.552713678800501e-15,0.0,-34.735283333333335,-34.742,-34.729,3.755,3.798,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.18,0.83,0.32,4.92,0.47,9.83,0.88,15.17,1.07,19.83,1.2,24.83,,,Cal.s2p,A,1.3774522943022217e-15,0.40061411191652574
